;MLP_Seco;MLP_S;MLP_NE;MLP_N;MLP_SIN;LSTM_Seco;LSTM_S;LSTM_NE;LSTM_N;LSTM_SIN;GRU_Seco;GRU_S;GRU_NE;GRU_N;GRU_SIN;Prev_ONS_Seco;Prev_ONS_S;Prev_ONS_NE;Prev_ONS_N;Prev ONS_SIN;SECO Carga Verificada;S Carga Verificada;NE Carga Verificada;N Carga Verificada;SIN Carga Verificada;MAPE MLP Seco;MAPE MLP S;MAPE MLP NE;MAPE MLP N;MAPE MLP SIN;MAPE LSTM Seco;MAPE LSTM S;MAPE LSTM NE;MAPE LSTM N;MAPE LSTM SIN;MAPE GRU Seco;MAPE GRU S;MAPE GRU NE;MAPE GRU N;MAPE GRU SIN;MAPE ONS Seco;MAPE ONS S;MAPE ONS NE;MAPE ONS N;MAPE ONS SIN;MAE MLP Seco;MAE MLP S;MAE MLP NE;MAE MLP N;MAE MLP SIN;MAE LSTM Seco;MAE LSTM S;MAE LSTM NE;MAE LSTM N;MAE LSTM SIN;MAE GRU Seco;MAE GRU S;MAE GRU NE;MAE GRU N;MAE GRU SIN;MAE ONS Seco;MAE ONS S;MAE ONS NE;MAE ONS N;MAE ONS SIN
0;43775,69;14495,13;13845,47;7523,48;79639,77;42241,52;14333,19;13675,3;7629,55;77879,56;42008,73;14183,21;13799,34;7652,61;77643,89;41093,88;13527,33;13563,66;7303,34;75488,21;43945,02;14750,86;13645,52;7421,06;79762,46;0,39;1,73;1,47;1,38;0,15;3,88;2,83;0,22;2,81;2,36;4,41;3,85;1,13;3,12;2,66;6,49;8,29;0,6;1,59;5,36;-169,33;-255,74;199,95;102,42;-122,69;-1703,51;-417,67;29,78;208,49;-1882,9;-1936,29;-567,66;153,82;231,55;-2118,57;-2851,15;-1223,53;-81,86;-117,72;-4274,25
1;42396,0;14051,68;13592,56;7465,21;77505,45;41249,8;13934,43;13460,97;7592,39;76237,59;41031,61;13822,32;13550,28;7601,34;76005,55;39469,34;12982,31;13153,84;7181,69;72787,18;42932,78;14379,42;13492,35;7370,24;78174,78;1,25;2,28;0,74;1,29;0,86;3,92;3,09;0,23;3,01;2,48;4,43;3,87;0,43;3,14;2,77;8,07;9,72;2,51;2,56;6,89;-536,78;-327,74;100,21;94,97;-669,33;-1682,98;-444,99;-31,38;222,15;-1937,19;-1901,17;-557,1;57,93;231,1;-2169,23;-3463,44;-1397,11;-338,51;-188,55;-5387,6
2;41145,8;13652,17;13353,88;7406,35;75558,2;40276,44;13562,31;13254,09;7543,65;74636,49;40043,65;13462,08;13330,2;7536,82;74372,75;38175,46;12611,88;12941,54;7095,9;70824,78;41940,01;14019,85;13344,82;7319,28;76623,95;1,89;2,62;0,07;1,19;1,39;3,97;3,26;0,68;3,07;2,59;4,52;3,98;0,11;2,97;2,94;8,98;10,04;3,02;3,05;7,57;-794,21;-367,68;9,06;87,07;-1065,75;-1663,57;-457,54;-90,73;224,37;-1987,46;-1896,36;-557,77;-14,62;217,54;-2251,2;-3764,55;-1407,97;-403,28;-223,38;-5799,17
3;40123,99;13327,15;13139,55;7345,28;73935,97;39351,3;13238,3;13062,96;7477,73;73130,29;39059,99;13110,54;13157,11;7452,1;72779,74;37786,64;12366,54;12760,25;7047,92;69961,35;40990,58;13685,91;13206,68;7266,76;75149,94;2,11;2,62;0,51;1,08;1,62;4,0;3,27;1,09;2,9;2,69;4,71;4,2;0,38;2,55;3,15;7,82;9,64;3,38;3,01;6,9;-866,59;-358,76;-67,13;78,52;-1213,97;-1639,28;-447,61;-143,72;210,97;-2019,65;-1930,59;-575,37;-49,57;185,34;-2370,2;-3203,94;-1319,37;-446,43;-218,84;-5188,59
4;39307,19;13053,6;12943,14;7276,21;72580,14;38550,45;12963,29;12899,34;7412,9;71825,98;38199,53;12805,4;13005,05;7365,49;71375,47;37267,4;12151,28;12607,79;6996,89;69023,36;40126,02;13398,94;13074,1;7206,19;73805,25;2,04;2,58;1,0;0,97;1,66;3,93;3,25;1,34;2,87;2,68;4,8;4,43;0,53;2,21;3,29;7,12;9,31;3,57;2,9;6,48;-818,83;-345,34;-130,95;70,02;-1225,11;-1575,57;-435,65;-174,75;206,71;-1979,27;-1926,49;-593,55;-69,05;159,3;-2429,78;-2858,62;-1247,66;-466,3;-209,3;-4781,89
5;38647,32;12806,1;12757,92;7195,62;71406,96;37936,78;12732,71;12768,73;7363,44;70801,66;37563,81;12576,65;12847,18;7293,29;70280,93;36727,25;11957,05;12466,04;6933,85;68084,19;39389,68;13171,57;12942,56;7133,99;72637,79;1,88;2,77;1,43;0,86;1,69;3,69;3,33;1,34;3,22;2,53;4,64;4,52;0,74;2,23;3,24;6,76;9,22;3,68;2,81;6,27;-742,36;-365,47;-184,64;61,63;-1230,83;-1452,9;-438,86;-173,83;229,45;-1836,13;-1825,87;-594,92;-95,38;159,3;-2356,86;-2662,43;-1214,52;-476,52;-200,14;-4553,6
6;38119,75;12603,36;12592,34;7113,22;70428,67;37474,58;12540,93;12648,25;7303,7;69967,46;37081,16;12393,92;12697,07;7218,55;69390,7;36328,19;11814,35;12355,51;6891,97;67390,02;38814,79;12974,04;12812,52;7063,37;71664,72;1,79;2,86;1,72;0,71;1,72;3,45;3,34;1,28;3,4;2,37;4,47;4,47;0,9;2,2;3,17;6,41;8,94;3,57;2,43;5,96;-695,04;-370,68;-220,17;49,85;-1236,05;-1340,21;-433,11;-164,26;240,33;-1697,26;-1733,63;-580,12;-115,44;155,18;-2274,02;-2486,6;-1159,69;-457,0;-171,4;-4274,7
7;37715,03;12466,22;12460,5;7038,95;69680,7;37119,67;12383,56;12522,2;7211,78;69237,21;36673,67;12225,72;12577,3;7125,46;68602,15;36005,46;11712,16;12257,5;6802,86;66777,98;38423,45;12779,26;12691,73;7006,33;70900,77;1,84;2,45;1,82;0,47;1,72;3,39;3,1;1,34;2,93;2,35;4,55;4,33;0,9;1,7;3,24;6,29;8,35;3,42;2,9;5,81;-708,42;-313,04;-231,23;32,62;-1220,07;-1303,78;-395,7;-169,53;205,45;-1663,56;-1749,78;-553,54;-114,43;119,13;-2298,62;-2417,99;-1067,1;-434,23;-203,47;-4122,79
8;37460,67;12379,89;12383,9;6970,35;69194,81;36892,72;12262,35;12431,97;7120,62;68707,66;36411,49;12096,35;12506,09;7036,03;68049,96;35879,93;11633,04;12201,27;6723,4;66437,64;38203,55;12613,01;12612,25;6953,11;70381,92;1,94;1,85;1,81;0,25;1,69;3,43;2,78;1,43;2,41;2,38;4,69;4,1;0,84;1,19;3,31;6,08;7,77;3,26;3,3;5,6;-742,88;-233,12;-228,35;17,24;-1187,11;-1310,83;-350,66;-180,28;167,51;-1674,26;-1792,06;-516,66;-106,16;82,92;-2331,96;-2323,62;-979,97;-410,98;-229,71;-3944,28
9;37387,34;12331,98;12362,44;6906,1;68987,86;36814,72;12182,34;12397,71;7066,84;68461,61;36365,16;12035,72;12472,48;6974,08;67847,44;35803,22;11553,61;12197,56;6695,44;66249,83;38126,18;12503,01;12579,85;6896,41;70105,45;1,94;1,37;1,73;0,14;1,59;3,44;2,56;1,45;2,47;2,34;4,62;3,74;0,85;1,13;3,22;6,09;7,59;3,04;2,91;5,5;-738,84;-171,03;-217,41;9,69;-1117,59;-1311,46;-320,67;-182,14;170,43;-1643,84;-1761,02;-467,29;-107,37;77,67;-2258,01;-2322,96;-949,4;-382,29;-200,97;-3855,62
